#title = mean sea level anomaly global ocean (66S to 66N) (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 3.05 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2014.4606,,,35.59000,
2014.4878,,,37.49000,
2014.5149,,,38.99000,
2014.5421,,,39.59000,
2014.5692,,,37.69000,
2014.5964,,,40.99000,
2014.6235,,,43.99000,
2014.6507,,,45.79000,
2014.6777,,,46.59000,
2014.7050,,,47.59000,
2014.7321,,,45.89000,
2014.7593,,,48.69000,
2014.7864,,,52.49000,
2014.8136,,,52.19000,
2014.8407,,,49.39000,
2014.8679,,,48.89000,
2014.8950,,,44.69000,
2014.9222,,,44.99000,
2014.9493,,,52.19000,
2014.9776,,,48.49000,
2015.0036,,,43.49000,
2015.0308,,,45.59000,
2015.0579,,,44.39000,
2015.0850,,,45.49000,
2015.1122,,,45.29000,
2015.1394,,,46.79000,
2015.1664,,,45.49000,
2015.1936,,,43.69000,
2015.2207,,,43.09000,
2015.2479,,,44.09000,
2015.2750,,,44.99000,
2015.3023,,,43.99000,
2015.3293,,,43.29000,
2015.3565,,,41.79000,
2015.3837,,,40.09000,
2015.4108,,,42.39000,
2015.4380,,,43.59000,
2015.4650,,,44.49000,
2015.4923,,,45.89000,
2015.5194,,,45.49000,
2015.5465,,,46.69000,
2015.5736,,,47.79000,
2015.6009,,,50.89000,
2015.6280,,,50.89000,
2015.6551,,,56.19000,
2015.6823,,,57.69000,
2015.7094,,,57.19000,
2015.7366,,,59.89000,
2015.7637,,,61.19000,
2015.7909,,,62.29000,
2015.8181,,,64.49000,
2015.8452,,,60.79000,
2015.8723,,,56.69000,
2015.8995,,,58.89000,
2015.9267,,,58.59000,
2015.9538,,,56.39000,
2015.9810,,,54.39000,
2016.0080,,,49.49000,
2016.0353,,,52.09000,
2016.0624,,,54.99000,
2016.0896,,,50.79000,
2016.1167,,,52.89000,
2016.1228,,,,51.34000
2016.1438,,,51.29000,50.73000
2016.1710,,,51.29000,50.73000
2016.1959,,,,48.33000
2016.1981,,,48.99000,
2016.2252,,,51.59000,52.43000
2016.2513,,,49.69000,
2016.2524,,,,49.04000
2016.2795,,,48.79000,
2016.2796,,,,48.83000
2016.3066,,,,47.13000
2016.3067,,,47.49000,
2016.3338,,,47.19000,
2016.3339,,,,46.63000
2016.3610,,,46.89000,46.73000
2016.3881,,,45.39000,46.34000
2016.4153,,,48.19000,48.33000
2016.4424,,,48.29000,
2016.4425,,,,48.13000
2016.4696,,,50.59000,50.23000
2016.4967,,,48.89000,49.04000
2016.5238,,,48.89000,
2016.5239,,,,48.94000
2016.5511,,,49.99000,49.53000
2016.5782,,,48.79000,47.94000
2016.6053,,,49.69000,48.73000
2016.6325,,,50.19000,49.04000
2016.6596,,,55.29000,
2016.6597,,,,54.63000
2016.6868,,,57.59000,57.44000
2016.7139,,,57.39000,58.84000
2016.7411,,,56.19000,58.44000
2016.7683,,,,57.03000
2016.7905,,,56.49000,
2016.7954,,,,60.43000
2016.8089,,,60.29000,
2016.8225,,,,61.03000
2016.8361,,,59.79000,
2016.8497,,,,62.63000
2016.8633,,,60.39000,
2016.8769,,,,62.84000
2016.8904,,,61.19000,
2016.9040,,,,65.44000
2016.9175,,,60.59000,
2016.9298,,,,61.23000
2016.9446,,,58.59000,
2016.9583,,,,58.13000
2016.9718,,,56.89000,
2016.9854,,,,55.83000
2016.9990,,,53.19000,
2017.0126,,,,54.04000
2017.0261,,,54.39000,
2017.0397,,,,54.54000
2017.0532,,,53.69000,
2017.0669,,,,52.34000
2017.0804,,,51.29000,
2017.0940,,,,49.04000
2017.1075,,,47.69000,
2017.1211,,,,48.63000
2017.1347,,,49.39000,
2017.1483,,,,48.13000
2017.1619,,,47.99000,
2017.1755,,,,49.13000
2017.1889,,,49.99000,
2017.2026,,,,49.04000
2017.2035,,,50.99000,
2017.2297,,,,49.34000
2017.2507,,,51.09000,
2017.2569,,,,50.44000
2017.2704,,,49.49000,
2017.2840,,,,48.54000
2017.2976,,,50.99000,
2017.3111,,,,48.33000
2017.3247,,,49.09000,
2017.3383,,,,47.94000
2017.3521,,,48.29000,
2017.3655,,,,47.23000
2017.3714,,,46.99000,
2017.3926,,,,44.13000
2017.4198,,,,46.93000
2017.4470,,,,46.84000
2017.4741,,,,47.34000
2017.5012,,,,48.94000
2017.5284,,,,49.73000
2017.5555,,,,50.34000
2017.5827,,,,55.04000
2017.6098,,,,54.13000
2017.6370,,,,55.23000
2017.6641,,,,57.44000
2017.6913,,,,60.84000
2017.7185,,,,62.43000
2017.7456,,,,60.84000
2017.7727,,,,61.84000
2017.7999,,,,63.94000
2017.8271,,,,65.73000
2017.8542,,,,67.03000
2017.8813,,,,65.94000
2017.9085,,,,65.84000
2017.9356,,,,64.23000
2017.9628,,,,63.23000
2017.9899,,,,58.94000
2018.0170,,,,57.63000
2018.0442,,,,57.44000
2018.0713,,,,57.13000
2018.0985,,,,56.54000
2018.1256,,,,51.94000
2018.1527,,,,50.03000
2018.1800,,,,53.43000
2018.2070,,,,53.34000
2018.2342,,,,51.63000
2018.2613,,,,49.44000
2018.2886,,,,50.63000
2018.3156,,,,50.84000
2018.3428,,,,51.23000
2018.3700,,,,50.94000
2018.3971,,,,49.63000
2018.4242,,,,50.63000
2018.4513,,,,50.84000
2018.4786,,,,50.63000
2018.5057,,,,51.63000
2018.5328,,,,54.23000
2018.5600,,,,55.13000
2018.5871,,,,55.34000
2018.6143,,,,56.83000
2018.6415,,,,58.23000
2018.6686,,,,60.53000
2018.6958,,,,64.44000
2018.7229,,,,65.14000
2018.7500,,,,69.03000
2018.7772,,,,67.64000
2018.8044,,,,69.14000
2018.8315,,,,70.94000
2018.8586,,,,68.53000
2018.8858,,,,66.94000
2018.9129,,,,64.44000
2018.9401,,,,64.14000
2018.9673,,,,63.23000
2018.9944,,,,62.93000
2019.0215,,,,59.73000
2019.0486,,,,63.54000
2019.0758,,,,59.44000
2019.1030,,,,60.64000
2019.1301,,,,58.94000
2019.1463,,,,58.34000
2019.1877,,,,58.23000
2019.2115,,,,60.14000
2019.2387,,,,58.84000
2019.2596,,,,57.34000
2019.2930,,,,56.73000
2019.3202,,,,58.44000
2019.3473,,,,60.53000
2019.3745,,,,57.34000
2019.4016,,,,55.73000
2019.4287,,,,54.93000
2019.4559,,,,59.34000
2019.4830,,,,59.34000
2019.5102,,,,61.14000
2019.5374,,,,60.14000
2019.5645,,,,60.64000
2019.5917,,,,61.84000
2019.6187,,,,66.53000
2019.6459,,,,69.03000
2019.6731,,,,68.94000
2019.7002,,,,70.64000
2019.7274,,,,71.53000
2019.7545,,,,70.64000
2019.7817,,,,73.14000
2019.8088,,,,72.93000
2019.8360,,,,71.44000
2019.8631,,,,74.73000
2019.8903,,,,72.23000
2019.9174,,,,71.23000
2019.9446,,,,70.94000
2019.9717,,,,68.84000
2019.9989,,,,67.44000
2020.0260,,,,63.54000
2020.0531,,,,61.23000
2020.0749,,,,61.93000
2020.1119,,,,65.73000
2020.1346,,,,63.94000
2020.1617,,,,60.14000
2020.1889,,,,61.64000
2020.2160,,,,58.13000
2020.2432,,,,60.03000
2020.2703,,,,62.23000
2020.2975,,,,59.63000
2020.3247,,,,59.13000
2020.3518,,,,60.84000
2020.3789,,,,61.34000
2020.4061,,,,62.34000
2020.4332,,,,62.43000
2020.4595,,,,59.63000
2020.4875,,,,62.54000
2020.5147,,,,62.04000
2020.5418,,,,63.94000
2020.5690,,,,65.53000
2020.5961,,,,66.44000
2020.6232,,,,65.34000
2020.6504,,,,68.14000
2020.6776,,,,70.94000
2020.7048,,,,72.23000
2020.7319,,,,73.43000
2020.7590,,,,75.44000
2020.7862,,,,77.73000
2020.8115,,,,78.14000
2020.8413,,,,79.64000
2020.8676,,,,77.64000
2020.8948,,,,73.23000
2020.9219,,,,75.73000
2020.9490,,,,72.73000
2020.9762,,,,72.03000
2021.0033,,,,71.34000
2021.0305,,,,71.84000
2021.0576,,,,70.84000
2021.0848,,,,71.73000
2021.1119,,,,67.34000
2021.1390,,,,64.73000
2021.1662,,,,62.63000
2021.1934,,,,64.23000
2021.2205,,,,65.14000
2021.2477,,,,67.44000
2021.2748,,,,68.23000
2021.3015,,,,68.03000
2021.3291,,,,63.94000
2021.3562,,,,65.34000
2021.3834,,,,66.44000
2021.4105,,,,65.34000
2021.4377,,,,62.54000
2021.4649,,,,66.34000
2021.4920,,,,67.14000
2021.5192,,,,68.03000
2021.5463,,,,68.14000
2021.5735,,,,71.53000
2021.6005,,,,73.23000
2021.6278,,,,74.94000
2021.6549,,,,72.23000
2021.6821,,,,75.14000
2021.7092,,,,78.53000
2021.7364,,,,79.53000
2021.7635,,,,81.23000
2021.7906,,,,82.04000
2021.8178,,,,84.33000
2021.8449,,,,81.83000
2021.8721,,,,79.73000
2021.8992,,,,81.33000
2021.9264,,,,82.54000
2021.9535,,,,76.94000
2021.9807,,,,73.93000
2022.0078,,,,74.84000
2022.0350,,,,75.94000
2022.0622,,,,75.53000
2022.0892,,,,71.93000
2022.1156,,,,73.03000
2022.1427,,,,67.03000
2022.1704,,,,64.44000
2022.1971,,,,67.53000
2022.2238,,,,71.34000
2022.2521,,,,69.54000
2022.2658,,,,71.23000
2022.3200,,,,64.14000
2022.3373,,,,65.73000
2022.3589,,,,62.34000
