artist,track,id,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,release_year,release_date_length
Nat King Cole,Mona Lisa,5dae01pKNjRQtgOeAkFzPY,1954-01-01,0.241,0.237,1.0,-12.201,1.0,0.0371,0.952,0.0,0.113,0.303,174.578,audio_features,spotify:track:5dae01pKNjRQtgOeAkFzPY,https://api.spotify.com/v1/tracks/5dae01pKNjRQtgOeAkFzPY,https://api.spotify.com/v1/audio-analysis/5dae01pKNjRQtgOeAkFzPY,194987.0,3.0,1954,10.0
Anton Karas,The Third Man: The Third Man Theme (The Third Man),6XzXeNu7FuUttdTwVl0rG1,2012-10-01,0.496,0.523,2.0,-11.518,1.0,0.0455,0.97,0.753,0.163,0.915,145.126,audio_features,spotify:track:6XzXeNu7FuUttdTwVl0rG1,https://api.spotify.com/v1/tracks/6XzXeNu7FuUttdTwVl0rG1,https://api.spotify.com/v1/audio-analysis/6XzXeNu7FuUttdTwVl0rG1,127613.0,3.0,2012,10.0
Gary Crosby & Friend,Play A Simple Melody - Single Version,33FdwvfiSBRbE2AQ4UehaR,1993-01-01,0.658,0.229,10.0,-13.755,1.0,0.0473,0.768,3.51e-06,0.167,0.829,138.8,audio_features,spotify:track:33FdwvfiSBRbE2AQ4UehaR,https://api.spotify.com/v1/tracks/33FdwvfiSBRbE2AQ4UehaR,https://api.spotify.com/v1/audio-analysis/33FdwvfiSBRbE2AQ4UehaR,175693.0,3.0,1993,10.0
Teresa Brewer,(Put Another Nickel In) Music! Music! Music!,4yDNxMcQCjnCg9lLoKAH0I,1995-01-01,0.753,0.446,7.0,-14.38,1.0,0.0399,0.644,2.47e-05,0.173,0.921,99.115,audio_features,spotify:track:4yDNxMcQCjnCg9lLoKAH0I,https://api.spotify.com/v1/tracks/4yDNxMcQCjnCg9lLoKAH0I,https://api.spotify.com/v1/audio-analysis/4yDNxMcQCjnCg9lLoKAH0I,160667.0,4.0,1995,10.0
Guy Lombardo,The Third Man Theme,5uEwpyOYHFGqme4WnVQhfs,2012-02-24,0.788,0.158,0.0,-12.071,1.0,0.0365,0.885,0.627,0.101,0.569,115.551,audio_features,spotify:track:5uEwpyOYHFGqme4WnVQhfs,https://api.spotify.com/v1/tracks/5uEwpyOYHFGqme4WnVQhfs,https://api.spotify.com/v1/audio-analysis/5uEwpyOYHFGqme4WnVQhfs,179040.0,4.0,2012,10.0
Red Foley,Chattanoogie Shoe Shine Boy,4uq2Zctom8rlXuL3Omm77g,2008-08-26,0.726,0.677,10.0,-7.084,1.0,0.122,0.633,0.000213,0.0573,0.838,147.967,audio_features,spotify:track:4uq2Zctom8rlXuL3Omm77g,https://api.spotify.com/v1/tracks/4uq2Zctom8rlXuL3Omm77g,https://api.spotify.com/v1/audio-analysis/4uq2Zctom8rlXuL3Omm77g,166587.0,4.0,2008,10.0
Swing & Sway With Sammy Kaye,Harbor Lights,7hHOmImd35ZdKovBNSQXk8,1990-01-16,0.216,0.0591,2.0,-21.08,1.0,0.0325,0.99,0.00218,0.112,0.131,83.344,audio_features,spotify:track:7hHOmImd35ZdKovBNSQXk8,https://api.spotify.com/v1/tracks/7hHOmImd35ZdKovBNSQXk8,https://api.spotify.com/v1/audio-analysis/7hHOmImd35ZdKovBNSQXk8,200760.0,4.0,1990,10.0
Eileen Barton,If I Knew You Were Comin' (I'd Have Baked a Cake),2dQ6cleOtvk3iGjCRMlInT,2017-04-21,0.734,0.33,8.0,-7.246,1.0,0.333,0.848,2.28e-06,0.0697,0.948,170.128,audio_features,spotify:track:2dQ6cleOtvk3iGjCRMlInT,https://api.spotify.com/v1/tracks/2dQ6cleOtvk3iGjCRMlInT,https://api.spotify.com/v1/audio-analysis/2dQ6cleOtvk3iGjCRMlInT,159120.0,4.0,2017,10.0
Kay Starr,Bonaparte's Retreat,17wEjjWqgu0HlSbb57zrOl,1991-01-01,0.638,0.137,8.0,-15.119,1.0,0.0596,0.805,1.78e-06,0.0824,0.834,146.004,audio_features,spotify:track:17wEjjWqgu0HlSbb57zrOl,https://api.spotify.com/v1/tracks/17wEjjWqgu0HlSbb57zrOl,https://api.spotify.com/v1/audio-analysis/17wEjjWqgu0HlSbb57zrOl,148107.0,4.0,1991,10.0
Tony Martin,There's No Tomorrow,6LkJcX34c0lPCNfHXZiVVo,2001-07-30,0.271,0.214,10.0,-10.171,1.0,0.0304,0.954,0.0278,0.437,0.196,93.787,audio_features,spotify:track:6LkJcX34c0lPCNfHXZiVVo,https://api.spotify.com/v1/tracks/6LkJcX34c0lPCNfHXZiVVo,https://api.spotify.com/v1/audio-analysis/6LkJcX34c0lPCNfHXZiVVo,195160.0,4.0,2001,10.0
Phil Harris,The Thing,1M4oXWd93RwPzt6Ns9h1Nc,2008-03-10,0.813,0.558,2.0,-10.482,1.0,0.351,0.901,0.0,0.133,0.926,127.756,audio_features,spotify:track:1M4oXWd93RwPzt6Ns9h1Nc,https://api.spotify.com/v1/tracks/1M4oXWd93RwPzt6Ns9h1Nc,https://api.spotify.com/v1/audio-analysis/1M4oXWd93RwPzt6Ns9h1Nc,142133.0,3.0,2008,10.0
The Ames Brothers,Sentimental Me,4cebVIEpo3f2Pks50fATbc,2007-05-26,0.41,0.177,8.0,-11.459,1.0,0.0274,0.86,0.0,0.118,0.264,75.601,audio_features,spotify:track:4cebVIEpo3f2Pks50fATbc,https://api.spotify.com/v1/tracks/4cebVIEpo3f2Pks50fATbc,https://api.spotify.com/v1/audio-analysis/4cebVIEpo3f2Pks50fATbc,198239.0,4.0,2007,10.0
Patti Page,Tennessee Waltz,0BHroBUvBAp561BYqC9LRK,1960-09-07,0.373,0.124,5.0,-12.95,1.0,0.0342,0.969,0.000891,0.123,0.351,86.857,audio_features,spotify:track:0BHroBUvBAp561BYqC9LRK,https://api.spotify.com/v1/tracks/0BHroBUvBAp561BYqC9LRK,https://api.spotify.com/v1/audio-analysis/0BHroBUvBAp561BYqC9LRK,185000.0,3.0,1960,10.0
The Andrews Sisters with Orchestra,"I Can Dream, Can'T It",18OOWYpby2ZvjBGokvInzp,2015,0.253,0.199,0.0,-9.302,1.0,0.0329,0.913,0.0,0.117,0.253,179.15,audio_features,spotify:track:18OOWYpby2ZvjBGokvInzp,https://api.spotify.com/v1/tracks/18OOWYpby2ZvjBGokvInzp,https://api.spotify.com/v1/audio-analysis/18OOWYpby2ZvjBGokvInzp,159493.0,4.0,2015,4.0
Tennessee Ernie Ford & Kay Starr,I'll Never Be Free,1v52YkW75eN4RJ2EyDdQVI,2011-04-10,0.703,0.197,7.0,-11.312,1.0,0.0327,0.795,0.0,0.0982,0.469,82.114,audio_features,spotify:track:1v52YkW75eN4RJ2EyDdQVI,https://api.spotify.com/v1/tracks/1v52YkW75eN4RJ2EyDdQVI,https://api.spotify.com/v1/audio-analysis/1v52YkW75eN4RJ2EyDdQVI,156987.0,3.0,2011,10.0
Patti Page,All My Love,19vjeNqhgk0vhH5TuxDok9,1991-11-22,0.627,0.193,8.0,-14.935,1.0,0.0451,0.888,1.49e-06,0.119,0.596,123.231,audio_features,spotify:track:19vjeNqhgk0vhH5TuxDok9,https://api.spotify.com/v1/tracks/19vjeNqhgk0vhH5TuxDok9,https://api.spotify.com/v1/audio-analysis/19vjeNqhgk0vhH5TuxDok9,194333.0,4.0,1991,10.0
Victor Young,My foolish Heart,2G597vEgxsvckPwocEHY9Y,2007-03-01,0.283,0.219,8.0,-13.386,1.0,0.0373,0.943,0.91,0.147,0.308,100.861,audio_features,spotify:track:2G597vEgxsvckPwocEHY9Y,https://api.spotify.com/v1/tracks/2G597vEgxsvckPwocEHY9Y,https://api.spotify.com/v1/audio-analysis/2G597vEgxsvckPwocEHY9Y,175693.0,4.0,2007,10.0
The Ames Brothers,Rag Mop,7z03paoXvhCzN22twdfPHR,2010-03-31,0.565,0.478,7.0,-14.53,1.0,0.0567,0.57,0.000451,0.33,0.956,203.468,audio_features,spotify:track:7z03paoXvhCzN22twdfPHR,https://api.spotify.com/v1/tracks/7z03paoXvhCzN22twdfPHR,https://api.spotify.com/v1/audio-analysis/7z03paoXvhCzN22twdfPHR,166520.0,4.0,2010,10.0
Bill Snyder,Bewitched,11I6S3cRw3rQiToU1uYjVZ,2001,0.484,0.173,1.0,-19.406,1.0,0.0404,0.965,0.755,0.179,0.245,76.499,audio_features,spotify:track:11I6S3cRw3rQiToU1uYjVZ,https://api.spotify.com/v1/tracks/11I6S3cRw3rQiToU1uYjVZ,https://api.spotify.com/v1/audio-analysis/11I6S3cRw3rQiToU1uYjVZ,172360.0,4.0,2001,4.0
Perry Como,Hoop-Dee-Doo,6SHADtq8nTZCUTjyP7HJqf,1988-06-16,0.645,0.43,1.0,-11.916,1.0,0.0444,0.91,0.0,0.561,0.944,132.643,audio_features,spotify:track:6SHADtq8nTZCUTjyP7HJqf,https://api.spotify.com/v1/tracks/6SHADtq8nTZCUTjyP7HJqf,https://api.spotify.com/v1/audio-analysis/6SHADtq8nTZCUTjyP7HJqf,174040.0,4.0,1988,10.0
The Ames Brothers,Can Anyone Explain,4lh2f3aeRv0GcTUwP4Ydi1,2010-03-31,0.282,0.0927,9.0,-20.998,1.0,0.0333,0.874,0.00531,0.102,0.296,144.496,audio_features,spotify:track:4lh2f3aeRv0GcTUwP4Ydi1,https://api.spotify.com/v1/tracks/4lh2f3aeRv0GcTUwP4Ydi1,https://api.spotify.com/v1/audio-analysis/4lh2f3aeRv0GcTUwP4Ydi1,181945.0,4.0,2010,10.0
Billy Eckstine,My Foolish Heart,75dwXgnlK10c8YtvUODVbj,1994-01-01,0.316,0.11,9.0,-17.251,1.0,0.0367,0.992,0.539,0.403,0.122,88.791,audio_features,spotify:track:75dwXgnlK10c8YtvUODVbj,https://api.spotify.com/v1/tracks/75dwXgnlK10c8YtvUODVbj,https://api.spotify.com/v1/audio-analysis/75dwXgnlK10c8YtvUODVbj,185907.0,4.0,1994,10.0
Bing Crosby,Dear Hearts And Gentle People,28IBsttOK2aG9Cb4QtqhMr,1993-01-01,0.767,0.288,2.0,-12.741,1.0,0.0397,0.91,0.000377,0.142,0.722,107.741,audio_features,spotify:track:28IBsttOK2aG9Cb4QtqhMr,https://api.spotify.com/v1/tracks/28IBsttOK2aG9Cb4QtqhMr,https://api.spotify.com/v1/audio-analysis/28IBsttOK2aG9Cb4QtqhMr,161293.0,3.0,1993,10.0
Frankie Laine,The Cry of the Wild Goose,4Gx5Hy6fnfeXcSEnVls6f3,2014-04-18,0.637,0.275,0.0,-12.261,0.0,0.0386,0.824,0.0,0.239,0.454,80.044,audio_features,spotify:track:4Gx5Hy6fnfeXcSEnVls6f3,https://api.spotify.com/v1/tracks/4Gx5Hy6fnfeXcSEnVls6f3,https://api.spotify.com/v1/audio-analysis/4Gx5Hy6fnfeXcSEnVls6f3,174813.0,4.0,2014,10.0
Nat King Cole,Too Young,0zII0Soax7wbm3Avw7iVAd,1991-01-01,0.201,0.213,8.0,-14.531,1.0,0.0298,0.805,8.22e-05,0.126,0.203,96.324,audio_features,spotify:track:0zII0Soax7wbm3Avw7iVAd,https://api.spotify.com/v1/tracks/0zII0Soax7wbm3Avw7iVAd,https://api.spotify.com/v1/audio-analysis/0zII0Soax7wbm3Avw7iVAd,204627.0,4.0,1991,10.0
Tony Bennett,Because of You,2B7iC9RPqPDExof8J2W0T3,2012-11-27,0.124,0.404,8.0,-8.15,1.0,0.031,0.931,0.0315,0.126,0.119,81.467,audio_features,spotify:track:2B7iC9RPqPDExof8J2W0T3,https://api.spotify.com/v1/tracks/2B7iC9RPqPDExof8J2W0T3,https://api.spotify.com/v1/audio-analysis/2B7iC9RPqPDExof8J2W0T3,183588.0,4.0,2012,10.0
Les Paul,How High The Moon,5MfcFkJwGKWunk3veqZqTG,1992-07-20,0.701,0.519,11.0,-13.513,0.0,0.0358,0.778,0.121,0.202,0.863,118.368,audio_features,spotify:track:5MfcFkJwGKWunk3veqZqTG,https://api.spotify.com/v1/tracks/5MfcFkJwGKWunk3veqZqTG,https://api.spotify.com/v1/audio-analysis/5MfcFkJwGKWunk3veqZqTG,127960.0,4.0,1992,10.0
Rosemary Clooney,Come On-A My House,2scbGWVjIYsfieovyRyfv1,1951,0.531,0.676,10.0,-7.168,0.0,0.125,0.84,0.0,0.4,0.957,183.208,audio_features,spotify:track:2scbGWVjIYsfieovyRyfv1,https://api.spotify.com/v1/tracks/2scbGWVjIYsfieovyRyfv1,https://api.spotify.com/v1/audio-analysis/2scbGWVjIYsfieovyRyfv1,117267.0,4.0,1951,4.0
The Weavers,On Top Of Old Smoky,1Uhp1X9UpvDSji5FfZVRI7,2005-09-15,0.412,0.417,11.0,-11.005,1.0,0.0405,0.896,0.0,0.181,0.671,170.461,audio_features,spotify:track:1Uhp1X9UpvDSji5FfZVRI7,https://api.spotify.com/v1/tracks/1Uhp1X9UpvDSji5FfZVRI7,https://api.spotify.com/v1/audio-analysis/1Uhp1X9UpvDSji5FfZVRI7,166387.0,3.0,2005,10.0
Tony Bennett,"Cold, Cold Heart - Remastered",7iiXWXYFL4TtXosi4vX5q8,2012-12-14,0.329,0.21,7.0,-9.7,1.0,0.0306,0.969,0.0,0.17,0.221,98.266,audio_features,spotify:track:7iiXWXYFL4TtXosi4vX5q8,https://api.spotify.com/v1/tracks/7iiXWXYFL4TtXosi4vX5q8,https://api.spotify.com/v1/audio-analysis/7iiXWXYFL4TtXosi4vX5q8,157175.0,5.0,2012,10.0
Perry Como,If,27vLW4WaU8Cu0uRt00jGic,2012-01-01,0.235,0.183,0.0,-10.153,1.0,0.0295,0.906,5.23e-05,0.288,0.194,158.566,audio_features,spotify:track:27vLW4WaU8Cu0uRt00jGic,https://api.spotify.com/v1/tracks/27vLW4WaU8Cu0uRt00jGic,https://api.spotify.com/v1/audio-analysis/27vLW4WaU8Cu0uRt00jGic,185560.0,4.0,2012,10.0
Mario Lanza,"The Loveliest Night of the Year (from ""The Great Caruso"")",4hZa5a5GvKiREa07xWLKSH,2004,0.266,0.325,8.0,-10.535,1.0,0.0333,0.938,0.00359,0.297,0.237,72.476,audio_features,spotify:track:4hZa5a5GvKiREa07xWLKSH,https://api.spotify.com/v1/tracks/4hZa5a5GvKiREa07xWLKSH,https://api.spotify.com/v1/audio-analysis/4hZa5a5GvKiREa07xWLKSH,216038.0,4.0,2004,4.0
Patti Page,Tennessee Waltz - Plantation Re-Recording,42QVTogM0TmusuxsdnMa0T,2009-07-23,0.439,0.219,3.0,-13.118,1.0,0.0264,0.776,0.000275,0.11,0.3,86.634,audio_features,spotify:track:42QVTogM0TmusuxsdnMa0T,https://api.spotify.com/v1/tracks/42QVTogM0TmusuxsdnMa0T,https://api.spotify.com/v1/audio-analysis/42QVTogM0TmusuxsdnMa0T,177223.0,3.0,2009,10.0
Tony Martin,I Get Ideas (When We Are Dancing),337MjXbvx4dDSgOYSfawii,2001-07-30,0.355,0.229,7.0,-10.46,1.0,0.076,0.881,3.91e-06,0.198,0.502,200.544,audio_features,spotify:track:337MjXbvx4dDSgOYSfawii,https://api.spotify.com/v1/tracks/337MjXbvx4dDSgOYSfawii,https://api.spotify.com/v1/audio-analysis/337MjXbvx4dDSgOYSfawii,159467.0,4.0,2001,10.0
Les Paul,Mockin' Bird Hill,5PKUlBMBpoqAwj2U81aHs2,2008-09-25,0.723,0.464,6.0,-7.654,1.0,0.0294,0.802,0.0,0.205,0.689,82.405,audio_features,spotify:track:5PKUlBMBpoqAwj2U81aHs2,https://api.spotify.com/v1/tracks/5PKUlBMBpoqAwj2U81aHs2,https://api.spotify.com/v1/audio-analysis/5PKUlBMBpoqAwj2U81aHs2,139360.0,1.0,2008,10.0
Patti Page,Mockin’ Bird Hill,275tTNaOgymN1akp3CqwqK,2012-12-20,0.587,0.174,3.0,-12.584,1.0,0.048,0.989,0.000315,0.128,0.682,123.385,audio_features,spotify:track:275tTNaOgymN1akp3CqwqK,https://api.spotify.com/v1/tracks/275tTNaOgymN1akp3CqwqK,https://api.spotify.com/v1/audio-analysis/275tTNaOgymN1akp3CqwqK,180493.0,4.0,2012,10.0
Guy Mitchell,My Heart Cries For You,40NXfGEIpzoFXshxkU8EFA,2009,0.433,0.185,8.0,-11.924,1.0,0.0297,0.961,0.0,0.291,0.317,102.214,audio_features,spotify:track:40NXfGEIpzoFXshxkU8EFA,https://api.spotify.com/v1/tracks/40NXfGEIpzoFXshxkU8EFA,https://api.spotify.com/v1/audio-analysis/40NXfGEIpzoFXshxkU8EFA,172051.0,3.0,2009,4.0
Vaughn Monroe,Sound Off!,456sDdvX9axe41U1pNhA5F,2006,0.665,0.656,5.0,-9.459,1.0,0.0475,0.779,0.0161,0.0633,0.663,114.21,audio_features,spotify:track:456sDdvX9axe41U1pNhA5F,https://api.spotify.com/v1/tracks/456sDdvX9axe41U1pNhA5F,https://api.spotify.com/v1/audio-analysis/456sDdvX9axe41U1pNhA5F,167200.0,4.0,2006,4.0
Dinah Shore,Sweet Violets,27A0z0YFV70wHJxp1rvraE,2011-07-01,0.547,0.346,7.0,-9.573,1.0,0.0445,0.912,0.0,0.145,0.792,184.514,audio_features,spotify:track:27A0z0YFV70wHJxp1rvraE,https://api.spotify.com/v1/tracks/27A0z0YFV70wHJxp1rvraE,https://api.spotify.com/v1/audio-analysis/27A0z0YFV70wHJxp1rvraE,171853.0,3.0,2011,10.0
Les Paul,The World Is Waiting For The Sunrise,0bxWyyGLSCdMSs67QhsCS7,2008-01-01,0.647,0.578,1.0,-9.614,1.0,0.0317,0.781,0.00393,0.272,0.888,133.681,audio_features,spotify:track:0bxWyyGLSCdMSs67QhsCS7,https://api.spotify.com/v1/tracks/0bxWyyGLSCdMSs67QhsCS7,https://api.spotify.com/v1/audio-analysis/0bxWyyGLSCdMSs67QhsCS7,132387.0,4.0,2008,10.0
Guy Mitchell,"My Truly, Truly Fair (with Mitch Miller & His Orchestra & Chorus)",5UKcLXMxnK07HqmnHCi1C7,1991-09-03,0.873,0.3,9.0,-12.112,1.0,0.0348,0.8,0.0,0.0909,0.96,109.38,audio_features,spotify:track:5UKcLXMxnK07HqmnHCi1C7,https://api.spotify.com/v1/tracks/5UKcLXMxnK07HqmnHCi1C7,https://api.spotify.com/v1/audio-analysis/5UKcLXMxnK07HqmnHCi1C7,169040.0,4.0,1991,10.0
The Four Aces,(It's No) Sin,3SRUaCjdLs4QQRH3YQOeWQ,2008-10-01,0.377,0.0407,7.0,-25.975,1.0,0.0303,0.921,0.000717,0.364,0.31,71.959,audio_features,spotify:track:3SRUaCjdLs4QQRH3YQOeWQ,https://api.spotify.com/v1/tracks/3SRUaCjdLs4QQRH3YQOeWQ,https://api.spotify.com/v1/audio-analysis/3SRUaCjdLs4QQRH3YQOeWQ,198513.0,4.0,2008,10.0
Frankie Laine,"Rose, Rose, I Love You",5hQ3Z5zYqHKZBO0pPb16eI,1958,0.336,0.315,0.0,-14.154,1.0,0.0432,0.801,0.0,0.175,0.938,202.391,audio_features,spotify:track:5hQ3Z5zYqHKZBO0pPb16eI,https://api.spotify.com/v1/tracks/5hQ3Z5zYqHKZBO0pPb16eI,https://api.spotify.com/v1/audio-analysis/5hQ3Z5zYqHKZBO0pPb16eI,152307.0,4.0,1958,4.0
Billy Eckstine,I Apologize,4cYbD7BDArN3EUVWwg88YP,2012-12-03,0.308,0.335,1.0,-8.615,1.0,0.0275,0.969,0.00504,0.149,0.12,92.57,audio_features,spotify:track:4cYbD7BDArN3EUVWwg88YP,https://api.spotify.com/v1/tracks/4cYbD7BDArN3EUVWwg88YP,https://api.spotify.com/v1/audio-analysis/4cYbD7BDArN3EUVWwg88YP,199680.0,3.0,2012,10.0
Patti Page With Orchestra,"Would I Love You, Love You, Love You",4tUoacmV6K7NY5hVgsf4dj,2016-08-04,0.322,0.383,6.0,-8.458,0.0,0.0266,0.881,0.0,0.42,0.57,104.334,audio_features,spotify:track:4tUoacmV6K7NY5hVgsf4dj,https://api.spotify.com/v1/tracks/4tUoacmV6K7NY5hVgsf4dj,https://api.spotify.com/v1/audio-analysis/4tUoacmV6K7NY5hVgsf4dj,171164.0,4.0,2016,10.0
Perry Como,You're Just In Love (From 'Call Me Madam'),2VEC4sjL1GIIpWKum2fOMl,2011-12-02,0.598,0.0896,2.0,-13.574,1.0,0.0455,0.955,1.37e-06,0.145,0.563,150.515,audio_features,spotify:track:2VEC4sjL1GIIpWKum2fOMl,https://api.spotify.com/v1/tracks/2VEC4sjL1GIIpWKum2fOMl,https://api.spotify.com/v1/audio-analysis/2VEC4sjL1GIIpWKum2fOMl,176320.0,4.0,2011,10.0
Les Brown,Undecided (feat The Ames Brothers),44njowq2Kgw66EMGGo8YhJ,2006,0.759,0.441,8.0,-10.013,1.0,0.044,0.755,0.0,0.343,0.814,134.968,audio_features,spotify:track:44njowq2Kgw66EMGGo8YhJ,https://api.spotify.com/v1/tracks/44njowq2Kgw66EMGGo8YhJ,https://api.spotify.com/v1/audio-analysis/44njowq2Kgw66EMGGo8YhJ,179267.0,4.0,2006,4.0
Leroy Anderson,Blue Tango,6oLvyfJXdwX4LRtJMyBXGk,1989-01-01,0.477,0.228,2.0,-12.682,1.0,0.0296,0.992,0.942,0.129,0.507,130.12,audio_features,spotify:track:6oLvyfJXdwX4LRtJMyBXGk,https://api.spotify.com/v1/tracks/6oLvyfJXdwX4LRtJMyBXGk,https://api.spotify.com/v1/audio-analysis/6oLvyfJXdwX4LRtJMyBXGk,163773.0,4.0,1989,10.0
Johnnie Ray,Cry,74uuI8nGoIPIydD7oXF0O8,1958-04-01,0.745,0.194,2.0,-9.692,1.0,0.0779,0.914,0.0,0.107,0.673,133.776,audio_features,spotify:track:74uuI8nGoIPIydD7oXF0O8,https://api.spotify.com/v1/tracks/74uuI8nGoIPIydD7oXF0O8,https://api.spotify.com/v1/audio-analysis/74uuI8nGoIPIydD7oXF0O8,137530.0,5.0,1958,10.0
Jo Stafford,You Belong To Me,10QNAJog3sqyBN890ubQso,1996-01-01,0.238,0.143,5.0,-14.417,1.0,0.0342,0.953,0.0,0.116,0.165,68.696,audio_features,spotify:track:10QNAJog3sqyBN890ubQso,https://api.spotify.com/v1/tracks/10QNAJog3sqyBN890ubQso,https://api.spotify.com/v1/audio-analysis/10QNAJog3sqyBN890ubQso,194173.0,3.0,1996,10.0
Vera Lynn,Auf Wiederseh'n Sweetheart,4Z5BOVNa5mgFGLf16L5W7e,2009-01-01,0.375,0.192,8.0,-13.354,1.0,0.0367,0.938,1.64e-06,0.153,0.232,111.223,audio_features,spotify:track:4Z5BOVNa5mgFGLf16L5W7e,https://api.spotify.com/v1/tracks/4Z5BOVNa5mgFGLf16L5W7e,https://api.spotify.com/v1/audio-analysis/4Z5BOVNa5mgFGLf16L5W7e,156653.0,4.0,2009,10.0
Rosemary Clooney,Half As Much (with Percy Faith & His Orchestra),5vIe5BmOlPXarqRxJh9FNE,1948,0.277,0.189,10.0,-12.424,1.0,0.0329,0.944,0.0,0.232,0.208,86.655,audio_features,spotify:track:5vIe5BmOlPXarqRxJh9FNE,https://api.spotify.com/v1/tracks/5vIe5BmOlPXarqRxJh9FNE,https://api.spotify.com/v1/audio-analysis/5vIe5BmOlPXarqRxJh9FNE,166373.0,1.0,1948,4.0
Eddie Fisher,Wish You Were Here - Remastered,1FKI2zdazbVqTWpE5bWmzo,2001-07-10,0.432,0.165,7.0,-12.289,1.0,0.0336,0.881,0.000111,0.229,0.171,104.346,audio_features,spotify:track:1FKI2zdazbVqTWpE5bWmzo,https://api.spotify.com/v1/tracks/1FKI2zdazbVqTWpE5bWmzo,https://api.spotify.com/v1/audio-analysis/1FKI2zdazbVqTWpE5bWmzo,175307.0,4.0,2001,10.0
Patti Page,I Went To Your Wedding,6orvUXwOv2xWweaQA9uV79,1972,0.388,0.213,0.0,-15.224,1.0,0.0334,0.837,0.0,0.275,0.289,92.411,audio_features,spotify:track:6orvUXwOv2xWweaQA9uV79,https://api.spotify.com/v1/tracks/6orvUXwOv2xWweaQA9uV79,https://api.spotify.com/v1/audio-analysis/6orvUXwOv2xWweaQA9uV79,178933.0,3.0,1972,4.0
Al Martino,Here In My Heart,5bETzPVHt11c82M57szEJV,2006-04-03,0.21,0.271,1.0,-9.598,1.0,0.033,0.672,0.341,0.339,0.228,61.278,audio_features,spotify:track:5bETzPVHt11c82M57szEJV,https://api.spotify.com/v1/tracks/5bETzPVHt11c82M57szEJV,https://api.spotify.com/v1/audio-analysis/5bETzPVHt11c82M57szEJV,182560.0,4.0,2006,10.0
Georgia Gibbs,Kiss of Fire,2I72eh7OeEqBieQJF8DUue,1954-01-01,0.511,0.546,11.0,-4.184,0.0,0.0382,0.891,0.0,0.196,0.727,106.854,audio_features,spotify:track:2I72eh7OeEqBieQJF8DUue,https://api.spotify.com/v1/tracks/2I72eh7OeEqBieQJF8DUue,https://api.spotify.com/v1/audio-analysis/2I72eh7OeEqBieQJF8DUue,150383.0,4.0,1954,10.0
Eddie Fisher,Anytime - Remastered,3j1o0rONh8IG7wOl4mdKaN,2001-07-10,0.615,0.124,1.0,-11.334,1.0,0.0276,0.971,1.52e-06,0.188,0.449,105.321,audio_features,spotify:track:3j1o0rONh8IG7wOl4mdKaN,https://api.spotify.com/v1/tracks/3j1o0rONh8IG7wOl4mdKaN,https://api.spotify.com/v1/audio-analysis/3j1o0rONh8IG7wOl4mdKaN,155493.0,4.0,2001,10.0
Ella Mae Morse,The Blacksmith Blues,33FiJdNiWACHYd5yk0en35,1992-01-01,0.838,0.294,10.0,-11.298,1.0,0.0453,0.498,2.24e-06,0.21,0.806,127.659,audio_features,spotify:track:33FiJdNiWACHYd5yk0en35,https://api.spotify.com/v1/tracks/33FiJdNiWACHYd5yk0en35,https://api.spotify.com/v1/audio-analysis/33FiJdNiWACHYd5yk0en35,186760.0,4.0,1992,10.0
Rosemary Clooney,Botch-A-Me (Ba-Ba-Baciami Piccina),5FUl8q4cwUJBfSMQ2aZgHF,2007-09-25,0.643,0.75,0.0,-5.464,1.0,0.0815,0.831,0.0,0.152,0.937,148.785,audio_features,spotify:track:5FUl8q4cwUJBfSMQ2aZgHF,https://api.spotify.com/v1/tracks/5FUl8q4cwUJBfSMQ2aZgHF,https://api.spotify.com/v1/audio-analysis/5FUl8q4cwUJBfSMQ2aZgHF,138413.0,4.0,2007,10.0
Doris Day,A Guy Is a Guy,4i0CvKmgPe4WYKv30sSAbe,2014-03-21,0.737,0.303,2.0,-13.077,1.0,0.0451,0.906,0.0,0.129,0.786,120.162,audio_features,spotify:track:4i0CvKmgPe4WYKv30sSAbe,https://api.spotify.com/v1/tracks/4i0CvKmgPe4WYKv30sSAbe,https://api.spotify.com/v1/audio-analysis/4i0CvKmgPe4WYKv30sSAbe,159987.0,4.0,2014,10.0
Frankie Laine,High Noon (Do Not Forsake Me),5QWFPSacjvNskl4KekI3Td,1961-03-20,0.455,0.213,3.0,-16.277,1.0,0.0308,0.769,0.0,0.107,0.541,79.836,audio_features,spotify:track:5QWFPSacjvNskl4KekI3Td,https://api.spotify.com/v1/tracks/5QWFPSacjvNskl4KekI3Td,https://api.spotify.com/v1/audio-analysis/5QWFPSacjvNskl4KekI3Td,144267.0,4.0,1961,10.0
Eddie Fisher,I'm Yours,6eavbb9aFZil4dHGGZ8dGk,2001-07-10,0.219,0.211,2.0,-8.75,1.0,0.0327,0.809,0.0,0.39,0.362,76.441,audio_features,spotify:track:6eavbb9aFZil4dHGGZ8dGk,https://api.spotify.com/v1/tracks/6eavbb9aFZil4dHGGZ8dGk,https://api.spotify.com/v1/audio-analysis/6eavbb9aFZil4dHGGZ8dGk,169600.0,4.0,2001,10.0
