artist,track,id,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature,release_year,release_date_length
The Coasters,Yakety Yak,3h5g8M5cWCPniE29PHhv7M,2010-09-14,0.689,0.723,7.0,-7.815,1.0,0.0905,0.925,0.134,0.113,0.964,122.623,audio_features,spotify:track:3h5g8M5cWCPniE29PHhv7M,https://api.spotify.com/v1/tracks/3h5g8M5cWCPniE29PHhv7M,https://api.spotify.com/v1/audio-analysis/3h5g8M5cWCPniE29PHhv7M,113413.0,4.0,2010,10.0
Elvis Presley,Wear My Ring Around Your Neck,6BKrN3hCE8yGoPCrE4jeKN,2009-12-25,0.618,0.715,2.0,-9.232,1.0,0.0709,0.876,0.000789,0.1,0.961,105.731,audio_features,spotify:track:6BKrN3hCE8yGoPCrE4jeKN,https://api.spotify.com/v1/tracks/6BKrN3hCE8yGoPCrE4jeKN,https://api.spotify.com/v1/audio-analysis/6BKrN3hCE8yGoPCrE4jeKN,134480.0,4.0,2009,10.0
Elvis Presley,Doncha' Think It's Time,07RGEGcmVEPlJStBkc9uRM,2012-01-01,0.687,0.514,0.0,-11.468,1.0,0.0446,0.802,1.22e-06,0.281,0.847,134.952,audio_features,spotify:track:07RGEGcmVEPlJStBkc9uRM,https://api.spotify.com/v1/tracks/07RGEGcmVEPlJStBkc9uRM,https://api.spotify.com/v1/audio-analysis/07RGEGcmVEPlJStBkc9uRM,118840.0,4.0,2012,10.0
Ricky Nelson,Poor Little Fool - 2001 Digital Remaster,33FPsMEl3UwpytDuyf9VYq,2001-06-07,0.549,0.336,0.0,-11.669,1.0,0.029,0.652,0.0,0.134,0.802,154.958,audio_features,spotify:track:33FPsMEl3UwpytDuyf9VYq,https://api.spotify.com/v1/tracks/33FPsMEl3UwpytDuyf9VYq,https://api.spotify.com/v1/audio-analysis/33FPsMEl3UwpytDuyf9VYq,153933.0,4.0,2001,10.0
Pat Boone,A Wonderful Time Up There,4ao4wWzf5Is5Cqdv2VPUHS,2012-12-11,0.589,0.739,2.0,-6.136,1.0,0.0416,0.784,0.366,0.083,0.963,200.183,audio_features,spotify:track:4ao4wWzf5Is5Cqdv2VPUHS,https://api.spotify.com/v1/tracks/4ao4wWzf5Is5Cqdv2VPUHS,https://api.spotify.com/v1/audio-analysis/4ao4wWzf5Is5Cqdv2VPUHS,121507.0,4.0,2012,10.0
Pat Boone,It's Too Soon To Know,2F8pP7sHJEYO1leXsPha6A,2010-01-04,0.366,0.0664,10.0,-13.69,1.0,0.0389,0.9,0.000169,0.1,0.205,167.197,audio_features,spotify:track:2F8pP7sHJEYO1leXsPha6A,https://api.spotify.com/v1/tracks/2F8pP7sHJEYO1leXsPha6A,https://api.spotify.com/v1/audio-analysis/2F8pP7sHJEYO1leXsPha6A,161227.0,5.0,2010,10.0
Jimmy Clanton,Just A Dream,6OhQAdnduKiSUz6ZyrIhVk,2009-01-05,0.438,0.439,7.0,-5.967,1.0,0.0347,0.828,0.0,0.284,0.559,125.172,audio_features,spotify:track:6OhQAdnduKiSUz6ZyrIhVk,https://api.spotify.com/v1/tracks/6OhQAdnduKiSUz6ZyrIhVk,https://api.spotify.com/v1/audio-analysis/6OhQAdnduKiSUz6ZyrIhVk,148835.0,3.0,2009,10.0
The McGuire Sisters,Sugartime,0EDJZIxswVSMKQGxpi8lvP,2006-12-12,0.438,0.57,0.0,-7.832,1.0,0.065,0.691,0.0,0.121,0.865,192.373,audio_features,spotify:track:0EDJZIxswVSMKQGxpi8lvP,https://api.spotify.com/v1/tracks/0EDJZIxswVSMKQGxpi8lvP,https://api.spotify.com/v1/audio-analysis/0EDJZIxswVSMKQGxpi8lvP,154547.0,4.0,2006,10.0
Bobby Day,Rock-in Robin,6C9Uyojc70mPnYKhwgCFed,2009-01-05,0.551,0.766,7.0,-7.362,1.0,0.139,0.245,0.0,0.105,0.937,172.093,audio_features,spotify:track:6C9Uyojc70mPnYKhwgCFed,https://api.spotify.com/v1/tracks/6C9Uyojc70mPnYKhwgCFed,https://api.spotify.com/v1/audio-analysis/6C9Uyojc70mPnYKhwgCFed,153018.0,4.0,2009,10.0
Bobby Day,Over And Over,0V4B1YmdX2na3sVLiA7xkD,2009-01-05,0.657,0.639,0.0,-7.879,1.0,0.0432,0.749,0.0,0.238,0.922,80.268,audio_features,spotify:track:0V4B1YmdX2na3sVLiA7xkD,https://api.spotify.com/v1/tracks/0V4B1YmdX2na3sVLiA7xkD,https://api.spotify.com/v1/audio-analysis/0V4B1YmdX2na3sVLiA7xkD,136839.0,4.0,2009,10.0
The Kingston Trio,Tom Dooley,1DDYYFy7w6GbOSvwpVMXUe,2011-01-24,0.506,0.42,4.0,-5.884,1.0,0.0313,0.935,0.00646,0.114,0.747,125.875,audio_features,spotify:track:1DDYYFy7w6GbOSvwpVMXUe,https://api.spotify.com/v1/tracks/1DDYYFy7w6GbOSvwpVMXUe,https://api.spotify.com/v1/audio-analysis/1DDYYFy7w6GbOSvwpVMXUe,180866.0,4.0,2011,10.0
Chuck Berry,Sweet Little Sixteen,4CN18Qc7mhIkhVuzs3mBnL,2011-03-14,0.505,0.572,1.0,-8.735,1.0,0.0339,0.635,0.0,0.179,0.963,175.567,audio_features,spotify:track:4CN18Qc7mhIkhVuzs3mBnL,https://api.spotify.com/v1/tracks/4CN18Qc7mhIkhVuzs3mBnL,https://api.spotify.com/v1/audio-analysis/4CN18Qc7mhIkhVuzs3mBnL,181587.0,4.0,2011,10.0
Cozy Cole,Topsy Part 2 - Original Hit,6QPesyILXONwLjJzXbkHuQ,2003-06-27,0.531,0.841,7.0,-7.873,1.0,0.0397,0.496,0.567,0.328,0.527,92.508,audio_features,spotify:track:6QPesyILXONwLjJzXbkHuQ,https://api.spotify.com/v1/tracks/6QPesyILXONwLjJzXbkHuQ,https://api.spotify.com/v1/audio-analysis/6QPesyILXONwLjJzXbkHuQ,214653.0,4.0,2003,10.0
Cozy Cole,Topsy Part 1 - Original Hit,6Lk9jUPBkp6Q1HvQOXsz2I,2003-06-27,0.481,0.577,2.0,-9.194,0.0,0.0579,0.549,0.447,0.123,0.794,183.306,audio_features,spotify:track:6Lk9jUPBkp6Q1HvQOXsz2I,https://api.spotify.com/v1/tracks/6Lk9jUPBkp6Q1HvQOXsz2I,https://api.spotify.com/v1/audio-analysis/6Lk9jUPBkp6Q1HvQOXsz2I,202200.0,4.0,2003,10.0
Nat King Cole,Looking Back - Remastered 2005,7j8oQaha0kCN4hatSd3GBU,2005-01-01,0.595,0.321,3.0,-12.62,1.0,0.0295,0.968,0.00236,0.139,0.378,93.397,audio_features,spotify:track:7j8oQaha0kCN4hatSd3GBU,https://api.spotify.com/v1/tracks/7j8oQaha0kCN4hatSd3GBU,https://api.spotify.com/v1/audio-analysis/7j8oQaha0kCN4hatSd3GBU,147747.0,3.0,2005,10.0
The Monotones,Book Of Love,2ICfDyHWHX8is55txuErxm,2008,0.43,0.585,10.0,-12.666,1.0,0.376,0.726,1.16e-06,0.381,0.576,199.977,audio_features,spotify:track:2ICfDyHWHX8is55txuErxm,https://api.spotify.com/v1/tracks/2ICfDyHWHX8is55txuErxm,https://api.spotify.com/v1/audio-analysis/2ICfDyHWHX8is55txuErxm,144466.0,4.0,2008,4.0
Tommy Dorsey Orchestra,Tea For Two Cha Cha,1e5Ptfa0YidrwXvDBsDK6X,2009-12-04,0.91,0.848,8.0,-3.92,1.0,0.0678,0.286,0.527,0.167,0.772,118.397,audio_features,spotify:track:1e5Ptfa0YidrwXvDBsDK6X,https://api.spotify.com/v1/tracks/1e5Ptfa0YidrwXvDBsDK6X,https://api.spotify.com/v1/audio-analysis/1e5Ptfa0YidrwXvDBsDK6X,178520.0,4.0,2009,10.0
Little Anthony & The Imperials,Tears On My Pillow,7oST1fsKySaH6RO5nzYjfA,2009-10-13,0.346,0.278,0.0,-9.974,1.0,0.0271,0.829,2.26e-06,0.136,0.484,99.434,audio_features,spotify:track:7oST1fsKySaH6RO5nzYjfA,https://api.spotify.com/v1/tracks/7oST1fsKySaH6RO5nzYjfA,https://api.spotify.com/v1/audio-analysis/7oST1fsKySaH6RO5nzYjfA,139311.0,3.0,2009,10.0
Jerry Lee Lewis,Great Balls Of Fire,4S9WWr42OEWNbA7SVt9xEY,1989-01-01,0.563,0.508,10.0,-15.044,1.0,0.0638,0.416,0.0,0.526,0.849,79.436,audio_features,spotify:track:4S9WWr42OEWNbA7SVt9xEY,https://api.spotify.com/v1/tracks/4S9WWr42OEWNbA7SVt9xEY,https://api.spotify.com/v1/audio-analysis/4S9WWr42OEWNbA7SVt9xEY,110867.0,4.0,1989,10.0
The Chordettes,Lollipop,6wU0JUthOMapsAJhYA9LJI,2009-02-13,0.678,0.536,5.0,-6.848,0.0,0.109,0.775,0.00528,0.6,0.777,143.618,audio_features,spotify:track:6wU0JUthOMapsAJhYA9LJI,https://api.spotify.com/v1/tracks/6wU0JUthOMapsAJhYA9LJI,https://api.spotify.com/v1/audio-analysis/6wU0JUthOMapsAJhYA9LJI,129733.0,4.0,2009,10.0
Bobby Darin,Splish Splash,4gV5kALPWejRghu2mxu1pM,2009-03-13,0.662,0.789,0.0,-8.305,1.0,0.04,0.753,0.0,0.304,0.939,147.201,audio_features,spotify:track:4gV5kALPWejRghu2mxu1pM,https://api.spotify.com/v1/tracks/4gV5kALPWejRghu2mxu1pM,https://api.spotify.com/v1/audio-analysis/4gV5kALPWejRghu2mxu1pM,133533.0,4.0,2009,10.0
Connie Francis,Who's Sorry Now,2hoEISYqDdskGxin3ObSZd,1987-01-12,0.51,0.276,3.0,-9.607,1.0,0.0279,0.743,2.76e-05,0.375,0.608,87.738,audio_features,spotify:track:2hoEISYqDdskGxin3ObSZd,https://api.spotify.com/v1/tracks/2hoEISYqDdskGxin3ObSZd,https://api.spotify.com/v1/audio-analysis/2hoEISYqDdskGxin3ObSZd,136360.0,4.0,1987,10.0
Jack Scott,My True Love,2urRqmAFhjZKo8Z6sEGzEv,2009-04-01,0.554,0.189,4.0,-14.277,1.0,0.0279,0.915,1.37e-05,0.132,0.214,136.714,audio_features,spotify:track:2urRqmAFhjZKo8Z6sEGzEv,https://api.spotify.com/v1/tracks/2urRqmAFhjZKo8Z6sEGzEv,https://api.spotify.com/v1/audio-analysis/2urRqmAFhjZKo8Z6sEGzEv,165293.0,3.0,2009,10.0
Jack Scott,Leroy,6SiiSANVFXtxLvj6qY1oB1,2008-06-10,0.62,0.639,9.0,-13.388,1.0,0.0682,0.81,0.000103,0.0983,0.819,105.994,audio_features,spotify:track:6SiiSANVFXtxLvj6qY1oB1,https://api.spotify.com/v1/tracks/6SiiSANVFXtxLvj6qY1oB1,https://api.spotify.com/v1/audio-analysis/6SiiSANVFXtxLvj6qY1oB1,131067.0,4.0,2008,10.0
Jody Reynolds,Endless Sleep,1FcWnZCTvt4fPfuYcwHMVe,2010-02-01,0.606,0.204,4.0,-11.629,1.0,0.0361,0.92,0.0086,0.115,0.43,108.262,audio_features,spotify:track:1FcWnZCTvt4fPfuYcwHMVe,https://api.spotify.com/v1/tracks/1FcWnZCTvt4fPfuYcwHMVe,https://api.spotify.com/v1/audio-analysis/1FcWnZCTvt4fPfuYcwHMVe,141239.0,4.0,2010,10.0
Bobby Freeman,Do You Wanna Dance,39hqAhpoByM9UzinYXBefo,2012-06-11,0.518,0.689,0.0,-8.962,1.0,0.0636,0.885,0.00151,0.0996,0.969,164.919,audio_features,spotify:track:39hqAhpoByM9UzinYXBefo,https://api.spotify.com/v1/tracks/39hqAhpoByM9UzinYXBefo,https://api.spotify.com/v1/audio-analysis/39hqAhpoByM9UzinYXBefo,157360.0,4.0,2012,10.0
Kalin Twins,When,74eR7BB8czisFwox9vhseT,2011-06-23,0.657,0.537,6.0,-6.578,1.0,0.0314,0.614,6.97e-06,0.186,0.95,92.872,audio_features,spotify:track:74eR7BB8czisFwox9vhseT,https://api.spotify.com/v1/tracks/74eR7BB8czisFwox9vhseT,https://api.spotify.com/v1/audio-analysis/74eR7BB8czisFwox9vhseT,150560.0,4.0,2011,10.0
The Teddy Bears,To Know Him Is To Love Him,3vwqUuBytMCDYn0MTqVMF4,2011-01-01,0.201,0.458,2.0,-7.687,1.0,0.0298,0.904,0.000339,0.126,0.399,174.852,audio_features,spotify:track:3vwqUuBytMCDYn0MTqVMF4,https://api.spotify.com/v1/tracks/3vwqUuBytMCDYn0MTqVMF4,https://api.spotify.com/v1/audio-analysis/3vwqUuBytMCDYn0MTqVMF4,143920.0,4.0,2011,10.0
Pat Boone,April Love,3adA6KD32tlxvSSIajiuRj,2012-12-11,0.307,0.263,8.0,-10.518,1.0,0.0312,0.902,0.0165,0.0634,0.402,91.736,audio_features,spotify:track:3adA6KD32tlxvSSIajiuRj,https://api.spotify.com/v1/tracks/3adA6KD32tlxvSSIajiuRj,https://api.spotify.com/v1/audio-analysis/3adA6KD32tlxvSSIajiuRj,161920.0,3.0,2012,10.0
Duane Eddy,Rebel Rouser,4nAJtcmiyoL0ARY5WZY9IN,1965-11-24,0.388,0.434,7.0,-11.997,1.0,0.0354,0.789,0.954,0.728,0.873,206.313,audio_features,spotify:track:4nAJtcmiyoL0ARY5WZY9IN,https://api.spotify.com/v1/tracks/4nAJtcmiyoL0ARY5WZY9IN,https://api.spotify.com/v1/audio-analysis/4nAJtcmiyoL0ARY5WZY9IN,153533.0,4.0,1965,10.0
The Crescendos,Oh Julie,16witbvcuiLGt7UL822Goc,2009-01-05,0.465,0.424,10.0,-7.122,1.0,0.0302,0.886,5.46e-05,0.0805,0.489,93.954,audio_features,spotify:track:16witbvcuiLGt7UL822Goc,https://api.spotify.com/v1/tracks/16witbvcuiLGt7UL822Goc,https://api.spotify.com/v1/audio-analysis/16witbvcuiLGt7UL822Goc,161708.0,4.0,2009,10.0
The Diamonds,The Stroll,3LzzKkvyzojvPS77roEUM1,2010-10-11,0.319,0.62,5.0,-11.413,1.0,0.0341,0.897,9.34e-06,0.241,0.668,142.249,audio_features,spotify:track:3LzzKkvyzojvPS77roEUM1,https://api.spotify.com/v1/tracks/3LzzKkvyzojvPS77roEUM1,https://api.spotify.com/v1/audio-analysis/3LzzKkvyzojvPS77roEUM1,148067.0,3.0,2010,10.0
Elvis Presley,Hard Headed Woman,2UYEX7tbl37y6uVALLiB2B,2009-12-25,0.608,0.725,0.0,-7.604,1.0,0.186,0.837,0.0,0.296,0.826,97.883,audio_features,spotify:track:2UYEX7tbl37y6uVALLiB2B,https://api.spotify.com/v1/tracks/2UYEX7tbl37y6uVALLiB2B,https://api.spotify.com/v1/audio-analysis/2UYEX7tbl37y6uVALLiB2B,113853.0,4.0,2009,10.0
Elvis Presley,Don't Ask Me Why,6gEqzx4COyoDorbB0oiLlz,2012-01-01,0.473,0.18,10.0,-12.742,1.0,0.0409,0.929,0.0,0.125,0.397,117.768,audio_features,spotify:track:6gEqzx4COyoDorbB0oiLlz,https://api.spotify.com/v1/tracks/6gEqzx4COyoDorbB0oiLlz,https://api.spotify.com/v1/audio-analysis/6gEqzx4COyoDorbB0oiLlz,127617.0,4.0,2012,10.0
Buddy Holly,Peggy Sue - Single Version,3iJWxZYv5FNcfGcOdgbq2P,1999-01-01,0.659,0.515,9.0,-7.912,1.0,0.0296,0.818,0.0,0.179,0.602,149.126,audio_features,spotify:track:3iJWxZYv5FNcfGcOdgbq2P,https://api.spotify.com/v1/tracks/3iJWxZYv5FNcfGcOdgbq2P,https://api.spotify.com/v1/audio-analysis/3iJWxZYv5FNcfGcOdgbq2P,150067.0,4.0,1999,10.0
Don Gibson,"Oh, Lonesome Me",39O9E4WgMSunnMkKQFZGEo,2009-09-25,0.704,0.702,10.0,-8.753,1.0,0.0376,0.721,0.00262,0.137,0.899,103.001,audio_features,spotify:track:39O9E4WgMSunnMkKQFZGEo,https://api.spotify.com/v1/tracks/39O9E4WgMSunnMkKQFZGEo,https://api.spotify.com/v1/audio-analysis/39O9E4WgMSunnMkKQFZGEo,149507.0,4.0,2009,10.0
The Big Bopper,Chantilly Lace,4oM93m3dQYXI3tpJOvo08j,2010-05-25,0.476,0.694,3.0,-8.078,1.0,0.129,0.755,2.04e-05,0.0772,0.927,175.584,audio_features,spotify:track:4oM93m3dQYXI3tpJOvo08j,https://api.spotify.com/v1/tracks/4oM93m3dQYXI3tpJOvo08j,https://api.spotify.com/v1/audio-analysis/4oM93m3dQYXI3tpJOvo08j,146200.0,4.0,2010,10.0
Frank Sinatra,All The Way,5BnJ7PSpaX7Y4g05A4wgXM,1961,0.176,0.346,1.0,-9.627,1.0,0.0333,0.568,1.29e-05,0.11,0.222,83.416,audio_features,spotify:track:5BnJ7PSpaX7Y4g05A4wgXM,https://api.spotify.com/v1/tracks/5BnJ7PSpaX7Y4g05A4wgXM,https://api.spotify.com/v1/audio-analysis/5BnJ7PSpaX7Y4g05A4wgXM,175893.0,4.0,1961,4.0
Elvis Presley,One Night,5k2nPN9jihvjZNTfitktXo,2009-12-25,0.553,0.521,4.0,-10.008,1.0,0.0406,0.776,1.24e-06,0.282,0.774,120.563,audio_features,spotify:track:5k2nPN9jihvjZNTfitktXo,https://api.spotify.com/v1/tracks/5k2nPN9jihvjZNTfitktXo,https://api.spotify.com/v1/audio-analysis/5k2nPN9jihvjZNTfitktXo,152600.0,1.0,2009,10.0
The Four Preps,26 Miles (Santa Catalina),6DrNFz0NVT6mX0rYozvGJh,2009-06-06,0.653,0.297,1.0,-14.902,1.0,0.0371,0.631,0.0,0.415,0.517,118.593,audio_features,spotify:track:6DrNFz0NVT6mX0rYozvGJh,https://api.spotify.com/v1/tracks/6DrNFz0NVT6mX0rYozvGJh,https://api.spotify.com/v1/audio-analysis/6DrNFz0NVT6mX0rYozvGJh,149600.0,4.0,2009,10.0
Earl Grant,The End,33leWIORxOId36WnTrFHPg,2011-12-09,0.456,0.206,0.0,-14.498,1.0,0.0343,0.758,2.25e-05,0.123,0.359,88.706,audio_features,spotify:track:33leWIORxOId36WnTrFHPg,https://api.spotify.com/v1/tracks/33leWIORxOId36WnTrFHPg,https://api.spotify.com/v1/audio-analysis/33leWIORxOId36WnTrFHPg,141787.0,3.0,2011,10.0
Jimmie Rodgers,Kisses Sweeter Than Wine,54pVA0Wbq0wnoiWtJpHBLg,2014-11-28,0.62,0.315,8.0,-13.036,0.0,0.0532,0.65,0.0,0.0787,0.677,80.747,audio_features,spotify:track:54pVA0Wbq0wnoiWtJpHBLg,https://api.spotify.com/v1/tracks/54pVA0Wbq0wnoiWtJpHBLg,https://api.spotify.com/v1/audio-analysis/54pVA0Wbq0wnoiWtJpHBLg,142600.0,4.0,2014,10.0
The Playmates,Beep Beep,2HgyHjIYqPbnxkha7vM3de,2009-01-30,0.549,0.364,4.0,-11.844,1.0,0.386,0.528,0.0,0.286,0.848,166.587,audio_features,spotify:track:2HgyHjIYqPbnxkha7vM3de,https://api.spotify.com/v1/tracks/2HgyHjIYqPbnxkha7vM3de,https://api.spotify.com/v1/audio-analysis/2HgyHjIYqPbnxkha7vM3de,151040.0,4.0,2009,10.0
Mitch Miller,March From The River Kwai and Colonel Bogey,4NYFLbJjGX0tExZ8ySt2pz,1950,0.593,0.593,0.0,-9.365,1.0,0.0272,0.752,0.768,0.376,0.835,108.906,audio_features,spotify:track:4NYFLbJjGX0tExZ8ySt2pz,https://api.spotify.com/v1/tracks/4NYFLbJjGX0tExZ8ySt2pz,https://api.spotify.com/v1/audio-analysis/4NYFLbJjGX0tExZ8ySt2pz,143867.0,4.0,1950,4.0
The Everly Brothers,Problems,2otPiUthU7tKWIna3AJYDq,2012-12-28,0.725,0.426,11.0,-12.315,1.0,0.0573,0.804,0.0,0.188,0.646,127.98,audio_features,spotify:track:2otPiUthU7tKWIna3AJYDq,https://api.spotify.com/v1/tracks/2otPiUthU7tKWIna3AJYDq,https://api.spotify.com/v1/audio-analysis/2otPiUthU7tKWIna3AJYDq,119200.0,4.0,2012,10.0
Bobby Darin,Queen Of The Hop,29QZINi5xPpQK8DXquE1Oi,2010-03-01,0.734,0.821,6.0,-7.007,1.0,0.0685,0.802,0.0,0.0885,0.894,108.914,audio_features,spotify:track:29QZINi5xPpQK8DXquE1Oi,https://api.spotify.com/v1/tracks/29QZINi5xPpQK8DXquE1Oi,https://api.spotify.com/v1/audio-analysis/29QZINi5xPpQK8DXquE1Oi,127427.0,3.0,2010,10.0
Will Glahé,Lichtensteiner polka,56ubqMeGEzMPQZjBnbFqVT,2006-11-07,0.848,0.383,5.0,-11.676,1.0,0.0603,0.629,9.19e-06,0.0325,0.966,120.212,audio_features,spotify:track:56ubqMeGEzMPQZjBnbFqVT,https://api.spotify.com/v1/tracks/56ubqMeGEzMPQZjBnbFqVT,https://api.spotify.com/v1/audio-analysis/56ubqMeGEzMPQZjBnbFqVT,152053.0,4.0,2006,10.0
Elvis Presley,I Got Stung,0IDFXLMABcj61OKI3L05A0,1959-11-13,0.731,0.832,10.0,-10.336,0.0,0.054,0.901,0.53,0.219,0.974,96.557,audio_features,spotify:track:0IDFXLMABcj61OKI3L05A0,https://api.spotify.com/v1/tracks/0IDFXLMABcj61OKI3L05A0,https://api.spotify.com/v1/audio-analysis/0IDFXLMABcj61OKI3L05A0,109413.0,4.0,1959,10.0
Andy Williams,Are You Sincere,6SW50CFLBpAWGDB0VtbTuW,1991-02-19,0.488,0.121,1.0,-19.629,1.0,0.0286,0.868,2.56e-05,0.243,0.367,104.434,audio_features,spotify:track:6SW50CFLBpAWGDB0VtbTuW,https://api.spotify.com/v1/tracks/6SW50CFLBpAWGDB0VtbTuW,https://api.spotify.com/v1/audio-analysis/6SW50CFLBpAWGDB0VtbTuW,168573.0,4.0,1991,10.0
Ricky Nelson,I Got a Feeling,3wO8MCzAAC8j94CMS0Z4Pp,2012-12-15,0.654,0.71,9.0,-7.642,1.0,0.0352,0.538,0.0,0.0866,0.966,86.588,audio_features,spotify:track:3wO8MCzAAC8j94CMS0Z4Pp,https://api.spotify.com/v1/tracks/3wO8MCzAAC8j94CMS0Z4Pp,https://api.spotify.com/v1/audio-analysis/3wO8MCzAAC8j94CMS0Z4Pp,128320.0,4.0,2012,10.0
The Poni-Tails,Born Too Late,0eeiVIxqIu2GoLa7t38JZZ,2009-02-15,0.468,0.259,4.0,-12.533,1.0,0.0271,0.652,7.65e-05,0.142,0.706,84.405,audio_features,spotify:track:0eeiVIxqIu2GoLa7t38JZZ,https://api.spotify.com/v1/tracks/0eeiVIxqIu2GoLa7t38JZZ,https://api.spotify.com/v1/audio-analysis/0eeiVIxqIu2GoLa7t38JZZ,139293.0,4.0,2009,10.0
The Johnny Otis Show,Willie And The Hand Jive,3NDu8Jmcv0d4R46lqXj2F2,2009-01-05,0.789,0.809,6.0,-8.698,1.0,0.152,0.0869,6.75e-06,0.217,0.929,98.824,audio_features,spotify:track:3NDu8Jmcv0d4R46lqXj2F2,https://api.spotify.com/v1/tracks/3NDu8Jmcv0d4R46lqXj2F2,https://api.spotify.com/v1/audio-analysis/3NDu8Jmcv0d4R46lqXj2F2,152801.0,4.0,2009,10.0
The Four Preps,Big Man,26OVdMqpf0MNcoIENfO3lD,2009-06-08,0.53,0.44,3.0,-9.962,1.0,0.0296,0.835,0.0,0.224,0.813,125.209,audio_features,spotify:track:26OVdMqpf0MNcoIENfO3lD,https://api.spotify.com/v1/tracks/26OVdMqpf0MNcoIENfO3lD,https://api.spotify.com/v1/audio-analysis/26OVdMqpf0MNcoIENfO3lD,139911.0,4.0,2009,10.0
Chuck Willis,What Am I Living For,6eIEXINZt8rtgqEtOxP9ur,2005-02-08,0.667,0.391,10.0,-8.712,1.0,0.0258,0.728,0.0,0.0809,0.682,101.3,audio_features,spotify:track:6eIEXINZt8rtgqEtOxP9ur,https://api.spotify.com/v1/tracks/6eIEXINZt8rtgqEtOxP9ur,https://api.spotify.com/v1/audio-analysis/6eIEXINZt8rtgqEtOxP9ur,146800.0,3.0,2005,10.0
Chuck Berry,Johnny B. Goode,7KkzVlps826NezcpXPvEuV,1999-12-20,0.502,0.931,5.0,-4.686,1.0,0.174,0.697,3.92e-06,0.281,0.903,166.407,audio_features,spotify:track:7KkzVlps826NezcpXPvEuV,https://api.spotify.com/v1/tracks/7KkzVlps826NezcpXPvEuV,https://api.spotify.com/v1/audio-analysis/7KkzVlps826NezcpXPvEuV,162093.0,4.0,1999,10.0
Eddie Cochran,Summertime Blues,2wwRSaZgshcHSvGzWryUIi,1990,0.721,0.82,11.0,-10.32,0.0,0.0448,0.387,0.000326,0.198,0.966,155.968,audio_features,spotify:track:2wwRSaZgshcHSvGzWryUIi,https://api.spotify.com/v1/tracks/2wwRSaZgshcHSvGzWryUIi,https://api.spotify.com/v1/audio-analysis/2wwRSaZgshcHSvGzWryUIi,120000.0,4.0,1990,4.0
Peggy Lee,Fever,2CeqxyOZEyiL6pTDYZ9gPH,1988-01-01,0.742,0.0899,9.0,-19.187,0.0,0.158,0.0906,0.0,0.113,0.351,137.473,audio_features,spotify:track:2CeqxyOZEyiL6pTDYZ9gPH,https://api.spotify.com/v1/tracks/2CeqxyOZEyiL6pTDYZ9gPH,https://api.spotify.com/v1/audio-analysis/2CeqxyOZEyiL6pTDYZ9gPH,201333.0,4.0,1988,10.0
Ed Townsend,For Your Love,7f4rOYT3NqBWnTCRc2cRpB,2012-01-01,0.243,0.334,0.0,-10.097,1.0,0.0298,0.838,3.16e-06,0.187,0.369,94.411,audio_features,spotify:track:7f4rOYT3NqBWnTCRc2cRpB,https://api.spotify.com/v1/tracks/7f4rOYT3NqBWnTCRc2cRpB,https://api.spotify.com/v1/audio-analysis/7f4rOYT3NqBWnTCRc2cRpB,173267.0,3.0,2012,10.0
Paul Anka,You Are My Destiny,36Jxpbk3PlcDo9hSGiAsfU,2000-10-03,0.38,0.336,8.0,-8.949,1.0,0.0276,0.677,0.0,0.266,0.6,79.578,audio_features,spotify:track:36Jxpbk3PlcDo9hSGiAsfU,https://api.spotify.com/v1/tracks/36Jxpbk3PlcDo9hSGiAsfU,https://api.spotify.com/v1/audio-analysis/36Jxpbk3PlcDo9hSGiAsfU,147400.0,4.0,2000,10.0
Art & Dotty Todd,Chanson D'amour,5T2iws9qCA4B6hFqGTLrYf,1959,0.777,0.249,5.0,-11.491,1.0,0.0289,0.892,0.00351,0.0864,0.588,103.764,audio_features,spotify:track:5T2iws9qCA4B6hFqGTLrYf,https://api.spotify.com/v1/tracks/5T2iws9qCA4B6hFqGTLrYf,https://api.spotify.com/v1/audio-analysis/5T2iws9qCA4B6hFqGTLrYf,168840.0,4.0,1959,4.0
Lou Monte,Lazy Mary,6Bz4mMWKjNRXVjx7ts0T7Q,2011-05-04,0.668,0.56,10.0,-13.774,1.0,0.0454,0.199,0.0,0.116,0.969,121.752,audio_features,spotify:track:6Bz4mMWKjNRXVjx7ts0T7Q,https://api.spotify.com/v1/tracks/6Bz4mMWKjNRXVjx7ts0T7Q,https://api.spotify.com/v1/audio-analysis/6Bz4mMWKjNRXVjx7ts0T7Q,162667.0,4.0,2011,10.0
Johny Cash,Ballad of a Teenage Queen,0mhM6h0MmaB4ZvZ4G0GMlh,2009-08-27,0.719,0.422,11.0,-10.698,1.0,0.0485,0.767,4.79e-05,0.149,0.629,98.736,audio_features,spotify:track:0mhM6h0MmaB4ZvZ4G0GMlh,https://api.spotify.com/v1/tracks/0mhM6h0MmaB4ZvZ4G0GMlh,https://api.spotify.com/v1/audio-analysis/0mhM6h0MmaB4ZvZ4G0GMlh,132213.0,4.0,2009,10.0
